SKU,UBICACIÓN,PASILLO,DESCRIPTION,PROVEEDOR,UXB,PLANCHA,ALTO POR PALLET,ZONA,SYS_CODE,ITEM_CLASS,LON,ANC,ALT,PESO,L_PASILLO,L_BAHIA,L_NIVEL,L_POSICION,L_PASILLO_NUM,L_BAHIA_NUM,L_NIVEL_NUM,COORD_X,COORD_Y,COORD_Z
100580,3140106,3,EL CHARRO TEQUILA GOLD 750 ML.,CAMPUESA S.A. - GENERAL,12,11,3,UNIDADES,LTC,NO PERECEDEROS BULK,55.0,42.0,31.0,19.2,3,14,1,6,3,14,1,12.8,8.4,1.5
100581,3100101,3,EL CHARRO TEQUILA SILVER 750 ML.,CAMPUESA S.A. - GENERAL,12,10,4,UNIDADES,LTC,NO PERECEDEROS BULK,33.0,25.0,30.0,15.6,3,10,1,1,3,10,1,12.8,6.0,1.5
100500070,3300108,3,HANUTA GALLETA CON AVELLANA 264 GR.,FERRERO DEL ECUADOR S.A. - GENERAL,15,16,5,UNIDADES,LTC,PERECEDEROS BULK,41.0,17.0,25.0,4.9,3,30,1,8,3,30,1,12.8,18.0,1.5
100758,3150108,3,ZHUMIR LICOR SEMI-SECO SABOR DURAZNO 350 ML.,AZENDE LOGISTIC AZENDELOG CIA - GENERAL,24,11,5,UNIDADES,LTC,NO PERECEDEROS BULK,37.0,28.0,19.0,14.12,3,15,1,8,3,15,1,11.2,9.6,1.5
100923,3110102,3,ANTHONY VINO SABOR MOSCATEL ROSATO 750 ML.,COLEMUN S.A. - GENERAL,12,11,3,VARIOS,LTC,PERECEDEROS BULK,37.0,28.0,29.0,14.8,3,11,1,2,3,11,1,11.2,7.199999999999999,1.5
101522,3320104,3,TIC TAC SABOR FRUIT ADVENTURE X 12 UN.,FERRERO DEL ECUADOR S.A. - GENERAL,24,18,5,UNIDADES,LTC,PERECEDEROS BULK,33.0,20.0,21.0,6.7,3,32,1,4,3,32,1,12.8,19.2,1.5
101750169,3160102,3,MINI TANGO GALLETA RECUBIERTA DE CHOCOLATE FUNDA 299 GR.,NESTLE ECUADOR S.A. - GALLETAS RECUBIERTAS,20,12,3,UNIDADES,LTC,PERECEDEROS BULK,50.0,19.0,45.0,7.1,3,16,1,2,3,16,1,12.8,9.6,1.5
102293,3270107,3,CERELAC SUPLEMENTO 5 CEREALES 400 GR.,NESTLE ECUADOR S.A. - GENERAL,24,8,5,UNIDADES,LTC,PERECEDEROS BULK,41.0,31.0,23.0,11.6,3,27,1,7,3,27,1,11.2,16.8,1.5
102294,3330106,3,CERELAC SUPLEMENTO SABOR TRADICIONAL1KG.,NESTLE ECUADOR S.A. - GENERAL,12,5,7,UNIDADES,LTC,PERECEDEROS BULK,53.0,40.0,16.0,14.2,3,33,1,6,3,33,1,11.2,20.4,1.5
102802,3170108,3,VERDE PAMBA LENTEJA 500 GR.,SUCESORES DE JACOBO PAREDES M. S.A - GENERAL,24,6,8,UNIDADES,LTC,PERECEDEROS BULK,57.0,51.0,10.0,11.8,3,17,1,8,3,17,1,11.2,10.799999999999999,1.5
102808,3170109,3,PRODICEREAL ALMIDON DE YUCA 500 GR.,PRODICEREAL S.A. - LINEA 2,25,8,6,UNIDADES,LTC,PERECEDEROS BULK,55.0,35.0,18.0,12.5,3,17,1,9,3,17,1,11.2,10.799999999999999,1.5
103400103,3200103,3,MINERVA CAFE ESPECIAL 250 GR,PRODUCTOS MINERVA C. LTDA. - GENERAL,30,7,5,UNIDADES,LTC,PERECEDEROS BULK,48.0,33.0,25.0,8.395,3,20,1,3,3,20,1,12.8,12.0,1.5
104277,3120102,3,ROM PON PON RON SUAVE DE 750 ML.,DISTRIBUIDORA LATINA S. A. - GENERAL,12,10,3,UNIDADES,LTC,PERECEDEROS BULK,37.0,28.0,24.0,13.9,3,12,1,2,3,12,1,12.8,7.199999999999999,1.5
103971,3090109,3,GRAND DUVAL PACK VINO 750 ML.+SET DE COPAS,DISTRIBUIDORA Y COMERCIALIZADO - GENERAL,6,8,3,UNIDADES,LTC,PERECEDEROS BULK,44.0,29.0,34.0,18.5,3,9,1,9,3,9,1,11.2,6.0,1.5
105975,3250109,3,YA CREMA CHANTILLY VAINILLA 100 GR.,MODERNA ALIMENTOS S.A. - REPOSTERIA,36,9,6,UNIDADES,LTC,PERECEDEROS BULK,34.0,31.0,18.0,4.28,3,25,1,9,3,25,1,11.2,15.6,1.5
100150161,3010105,3,HALLS CARAMELO SABOR FRUIT MIX LYPTU 302.4 Gr.,MONDELEZ ECUADOR C. LTDA. - KRAFT FOODS,30,14,5,UNIDADES,LTC,PERECEDEROS BULK,36.0,20.0,20.0,10.22,3,1,1,5,3,1,1,11.2,1.2,1.5
11079,3020109,3,SCHULLO MUSLI MZC CEREAL & SEMILLA CON NUECES 500 GR.,PRODUCTOS SCHULLO S.A. - ORGANICA,20,9,5,ORGANICOS,LTC,PERECEDEROS BULK,39.0,32.0,23.0,10.7,3,2,1,9,3,2,1,12.8,1.2,1.5
112000195,3070104,3,TRIDENT CHICLE MENTA 367.2 GR.,MONDELEZ ECUADOR C. LTDA. - KRAFT FOODS,12,15,5,UNIDADES,LTC,PERECEDEROS BULK,28.0,19.0,17.0,5.5,3,7,1,4,3,7,1,11.2,4.8,1.5
112050096,3050103,3,TRIDENT CHICLE SANDIA 367.2 GR,MONDELEZ ECUADOR C. LTDA. - KRAFT FOODS,12,20,6,UNIDADES,LTC,PERECEDEROS BULK,28.0,19.0,17.0,5.445,3,5,1,3,3,5,1,11.2,3.5999999999999996,1.5
112100188,3240105,3,SUNTEA TE HELADO SABOR FRUTOS ROJOS 30GR,QUALA ECUADOR S.A. - GENERAL,200,10,4,UNIDADES,LTC,PERECEDEROS BULK,42.0,21.0,29.0,5.1,3,24,1,5,3,24,1,12.8,14.399999999999999,1.5
115250915,3150107,3,VAN CAMPS ATUN EN ACEITE DE GIRASOL ABRE FACIL 142 GR,PYDACO PRODUCTORES Y DISTRIBUIDORES COMERCIALES C LTDA - VAN CAMPS,48,11,7,UNIDADES,LTC,PERECEDEROS BULK,35.0,26.0,14.0,8.765,3,15,1,7,3,15,1,11.2,9.6,1.5
115301188,3260102,3,KINDER BUENO WAFER DE CHOCOLATE LECHE & AVELLANA 43 GR,FERRERO DEL ECUADOR S.A. - GENERAL,120,32,5,UNIDADES,LTC,PERECEDEROS BULK,30.0,17.0,12.0,1.506,3,26,1,2,3,26,1,12.8,15.6,1.5
114150314,3350105,3,PARMALAT LECHE CONDENSADA DOY PACK 100 GR,LACTALIS DEL ECUADOR S.A - GENERAL,48,14,5,UNIDADES,LTC,PERECEDEROS BULK,36.0,20.0,22.0,5.3,3,35,1,5,3,35,1,11.2,21.599999999999998,1.5
115600647,3120106,3,JOHN MORRIS WHISKY BLACK 750 ML,GUEVARA VASCO CIA. LTDA. - GENERAL,12,9,3,UNIDADES,LTC,NO PERECEDEROS BULK,31.0,31.0,26.0,19.9,3,12,1,6,3,12,1,12.8,7.199999999999999,1.5
27464,3040107,3,SCHULLO SALVADO DE TRIGO 200 GR.,PRODUCTOS SCHULLO S.A. - ORGANICA,24,8,5,ORGANICOS,LTC,PERECEDEROS BULK,52.0,39.0,22.0,5.9,3,4,1,7,3,4,1,12.8,2.4,1.5
27274,3280101,3,SABORA ALIÑO FUNDA 50 GR.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,15,4,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,30.0,8.09,3,28,1,1,3,28,1,12.8,16.8,1.5
27286,3220109,3,AJI-NO-MOTO SAZONADOR FUNDA 100 GR.,SAZONADORES DEL PACIFICO CIA. - GENERAL,180,9,6,UNIDADES,LTC,PERECEDEROS BULK,36.0,39.0,19.0,18.0,3,22,1,9,3,22,1,12.8,13.2,1.5
27323,3040109,3,SCHULLO ARROZ INTEGRAL 1KG.,PRODUCTOS SCHULLO S.A. - ORGANICA,12,6,5,ORGANICOS,LTC,PERECEDEROS BULK,41.0,54.0,12.0,20.0,3,4,1,9,3,4,1,12.8,2.4,1.5
27407,3220101,3,LEGZTE TE CON LIMON 500 GR.,IND ECUAT COMERC DISTRIB IMPORT - GENERAL,15,10,6,UNIDADES,LTC,PERECEDEROS BULK,43.0,21.0,20.0,8.3,3,22,1,1,3,22,1,12.8,13.2,1.5
27563,3180103,3,SNOB PEPINILLOS AGRIDULCES 220 GR.,SERVICIO INTEGRAL PARA LA INDUSTRIA ALIMENTICIA SIPIA - ABASTOS,24,11,8,UNIDADES,LTC,PERECEDEROS BULK,37.0,26.0,13.0,6.055,3,18,1,3,3,18,1,12.8,10.799999999999999,1.5
115850890,3320105,3,ILE CURCUMA EN POLVO 50G.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,15,6,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,30.0,7.865,3,32,1,5,3,32,1,12.8,19.2,1.5
27253,3220105,3,SABORA COMINO FUNDA 50 GR.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,15,4,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,29.0,7.88,3,22,1,5,3,22,1,12.8,13.2,1.5
27313,3240107,3,SABORA PIMIENTA FUNDA 50 GR.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,15,4,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,30.0,8.165,3,24,1,7,3,24,1,12.8,14.399999999999999,1.5
27209,3180109,3,DOÑA PETRA VINAGRE BLANCO 480 ML.,NESTLE ECUADOR S.A. - GENERAL,24,8,5,UNIDADES,LTC,PERECEDEROS BULK,42.0,29.0,24.0,13.3,3,18,1,9,3,18,1,12.8,10.799999999999999,1.5
27227,3260108,3,SABORA AJO FUNDA 50 GR.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,15,4,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,29.0,8.225,3,26,1,8,3,26,1,12.8,15.6,1.5
27364,3310107,3,MINERVA CAFE CLASICO 100 GR.,PRODUCTOS MINERVA C. LTDA. - GENERAL,80,7,5,UNIDADES,LTC,PERECEDEROS BULK,48.0,33.0,25.0,7.93,3,31,1,7,3,31,1,11.2,19.2,1.5
27370,3170104,3,COLCAFE CAFE INSTANTANEO 170 GR.,CORPORACION DISTRIBUIDORA DE ALIMENTOS S.A - GENERAL,24,8,4,UNIDADES,LTC,PERECEDEROS BULK,44.0,34.0,29.0,13.6,3,17,1,4,3,17,1,11.2,10.799999999999999,1.5
27302,3290103,3,SABORA SAZONADOR 50 GR.,COMERCIALIZADORA GODOY RUIZ S.A. - GENERAL,144,10,4,UNIDADES,LTC,PERECEDEROS BULK,41.0,20.0,19.0,8.07,3,29,1,3,3,29,1,11.2,18.0,1.5
27557,3040106,3,SCHULLO PANELA MOLIDA 700 GR.,PRODUCTOS SCHULLO S.A. - ORGANICA,24,9,5,ORGANICOS,LTC,PERECEDEROS BULK,52.0,39.0,22.0,17.2,3,4,1,6,3,4,1,12.8,2.4,1.5
28733,3060104,3,GRAND DUVAL VINO DE MZNA/UVA GASIFICADO 750 ML.,DISTRIBUIDORA Y COMERCIALIZADO - GENERAL,12,10,3,UNIDADES,LTC,PERECEDEROS BULK,46.0,30.0,33.0,19.2,3,6,1,4,3,6,1,12.8,3.5999999999999996,1.5
28757,3150104,3,GATO NEGRO VINO CABERNET MERLOT 750 ML,SUPERLIQUORS S.A.. - GENERAL,12,15,3,UNIDADES,LTC,NO PERECEDEROS BULK,30.0,24.0,30.0,14.0,3,15,1,4,3,15,1,11.2,9.6,1.5
29417,3310102,3,CONDIMENSA ALIÑO PREPARADO BOTELLA PET 500 GR,ECUATORIANA DE CONDIMENTOS Y ESPECIAS ECONESPECIAS CIA. LTDA. - GENERAL,15,18,5,UNIDADES,LTC,PERECEDEROS BULK,29.0,18.0,22.0,7.93,3,31,1,2,3,31,1,11.2,19.2,1.5
28766,3060108,3,BOONE´S VINO DURAZNO 750 ML.,ECUADOR PREMIUM BRANDS EPB S A - GENERAL,12,15,4,UNIDADES,LTC,PERECEDEROS BULK,31.0,23.0,32.0,15.61,3,6,1,8,3,6,1,12.8,3.5999999999999996,1.5
28779,3140104,3,BLENDED SCOTCH SOMETHING ESPECIAL WHISKY 750 ML.,VINOS Y ESPIRITUOSOS VINESA S.A . - GENERAL,12,10,4,UNIDADES,LTC,NO PERECEDEROS BULK,37.0,28.0,23.0,16.5,3,14,1,4,3,14,1,12.8,8.4,1.5
29455,3120101,3,NORTEÑO AGUARDIENTE 750 ML.,DISTRIBUIDORA LATINA S. A. - GENERAL,12,10,3,UNIDADES,LTC,PERECEDEROS BULK,38.0,29.0,25.0,14.5,3,12,1,1,3,12,1,12.8,7.199999999999999,1.5
31465,3110107,3,BALLANTINE`S WHISKY FINEST 700ML.,VINOS Y ESPIRITUOSOS VINESA S.A . - GENERAL,12,15,3,UNIDADES,LTC,NO PERECEDEROS BULK,38.0,20.0,25.0,9.0,3,11,1,7,3,11,1,11.2,7.199999999999999,1.5
30424,3100105,3,V&F CREMA AMARETTO 750 ML.,COMMERCIO DYNAMICS S.A.S. - GENERAL,12,11,3,UNIDADES,LTC,PERECEDEROS BULK,34.0,26.0,31.0,15.2,3,10,1,5,3,10,1,12.8,6.0,1.5
30425,3130106,3,V&F CREMA DE WHISKY 750 ML.,COMMERCIO DYNAMICS S.A.S. - GENERAL,12,11,3,UNIDADES,LTC,PERECEDEROS BULK,34.0,26.0,31.0,15.2,3,13,1,6,3,13,1,11.2,8.4,1.5
32986,3190108,3,LOS ANDES DURAZNOS 820 GR.,PROALCO CIA. LTDA. - GENERAL,12,8,8,UNIDADES,LTC,PERECEDEROS BULK,42.0,32.0,24.0,9.84,3,19,1,8,3,19,1,11.2,12.0,1.5
33024,3080104,3,SAN MIGUEL RON ORO 750 ML.,PROALCO CIA. LTDA. - LOS ANDES Y SAN MIGUE,12,10,3,UNIDADES,LTC,NO PERECEDEROS BULK,35.0,28.0,31.0,16.0,3,8,1,4,3,8,1,12.8,4.8,1.5
33027,3060105,3,SAN MIGUEL RON PLATA 750 ML.,PROALCO CIA. LTDA. - LOS ANDES Y SAN MIGUE,12,10,3,UNIDADES,LTC,NO PERECEDEROS BULK,36.0,29.0,31.0,16.0,3,6,1,5,3,6,1,12.8,3.5999999999999996,1.5
33035,3270104,3,ROYAL CREMA CHANTILLY 100 GR.,MONDELEZ ECUADOR C. LTDA. - POSTRES,40,10,6,UNIDADES,LTC,PERECEDEROS BULK,42.0,25.0,19.0,4.91,3,27,1,4,3,27,1,11.2,16.8,1.5
33071,3170105,3,SANTA LUCIA PREMEZCLA EN POLVO PARA PANCKES 907 GR,LA INDUSTRIA HARINERA S.A. - GENERAL,12,9,6,UNIDADES,LTC,PERECEDEROS BULK,34.0,33.0,22.0,11.156,3,17,1,5,3,17,1,11.2,10.799999999999999,1.5
38049,3200108,3,GUSTADINA DURAZNOS EN ALMIBAR 820 GR.,PRONACA - ABASTOS,24,8,5,UNIDADES,LTC,PERECEDEROS BULK,42.0,32.0,25.0,23.0,3,20,1,8,3,20,1,12.8,12.0,1.5
38066,3220103,3,YA REFRESCO SABOR A MANGO 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,11,6,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,22,1,3,3,22,1,12.8,13.2,1.5
35969,3150109,3,VAN CAMPS ATUN LIGHT ABRE FACIL 184 GR.,PYDACO PRODUCTORES Y DISTRIBUIDORES COMERCIALES C LTDA - VAN CAMPS,48,11,7,UNIDADES,LTC,PERECEDEROS BULK,35.0,27.0,16.0,10.9,3,15,1,9,3,15,1,11.2,9.6,1.5
33376,3020105,3,SCHULLO GRANOLA ABUELA FUNDA 500 GR.,PRODUCTOS SCHULLO S.A. - ORGANICA,24,6,5,ORGANICOS,LTC,PERECEDEROS BULK,52.0,39.0,22.0,12.9,3,2,1,5,3,2,1,12.8,1.2,1.5
36607,3210104,3,CHOCOTIN CREMA SABOR A CHOCOLATE MUÑECO 35 GR.,CONFITECA C.A. - GENERAL,60,9,6,UNIDADES,LTC,PERECEDEROS BULK,46.0,32.0,21.0,3.958,3,21,1,4,3,21,1,11.2,13.2,1.5
38038,3300102,3,YA REFRESCO SABOR A NARANJA 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,11,7,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,30,1,2,3,30,1,12.8,18.0,1.5
38266,3350109,3,SALTIN GALLETA TACO 300 GR.,CORPORACION DISTRIBUIDORA DE ALIMENTOS S.A - GENERAL,24,6,5,UNIDADES,LTC,PERECEDEROS BULK,28.0,57.0,30.0,8.125,3,35,1,9,3,35,1,11.2,21.599999999999998,1.5
33213,3190105,3,BUENDIA CAFE LIOFILIZADO 50 GR.,PYDACO PRODUCTORES Y DISTRIBUIDORES COMERCIALES C LTDA - GENERAL,24,8,12,UNIDADES,LTC,PERECEDEROS BULK,44.0,29.0,9.0,5.1,3,19,1,5,3,19,1,11.2,12.0,1.5
42989,3170106,3,CONDIMENSA AJO EN PASTA BOTELLA PET. 470 GR,ECUATORIANA DE CONDIMENTOS Y ESPECIAS ECONESPECIAS CIA. LTDA. - GENERAL,15,20,5,UNIDADES,LTC,PERECEDEROS BULK,30.0,18.0,21.0,7.25,3,17,1,6,3,17,1,11.2,10.799999999999999,1.5
44174,3210102,3,LIFE ENDULZANTE NATURAL X 50 UN.,WHOLEBUSINESS-DEL-ECUADOR - GENERAL,12,20,5,UNIDADES,LTC,PERECEDEROS BULK,29.0,22.0,15.0,1.1,3,21,1,2,3,21,1,11.2,13.2,1.5
39085,3240106,3,YA REFRESCO SABOR A MORA 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,11,6,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,24,1,6,3,24,1,12.8,14.399999999999999,1.5
41203,3080103,3,SAN MIGUEL COCKTAIL MOJITO 750 ML.,PROALCO CIA. LTDA. - LOS ANDES Y SAN MIGUE,12,10,3,UNIDADES,LTC,NO PERECEDEROS BULK,36.0,27.0,31.0,9.0,3,8,1,3,3,8,1,12.8,4.8,1.5
50021,3030105,3,ROCHER CHOCOLATE DISPLAY 16 UN.,FERRERO DEL ECUADOR S.A. - GENERAL,6,12,4,UNIDADES,LTC,PERECEDEROS BULK,44.0,18.0,30.0,4.8,3,3,1,5,3,3,1,11.2,2.4,1.5
50098,3320108,3,ACT II CANGUIL SABOR MANTEQUILLA 80 GR.,DIBEAL CIA. LTDA. - GENERAL,16,8,4,UNIDADES,LTC,PERECEDEROS BULK,50.0,22.0,27.0,9.81,3,32,1,8,3,32,1,12.8,19.2,1.5
50097,3280103,3,ACT II CANGUIL NATURAL 80 GR.,DIBEAL CIA. LTDA. - GENERAL,16,8,4,UNIDADES,LTC,PERECEDEROS BULK,40.0,24.0,11.0,9.06,3,28,1,3,3,28,1,12.8,16.8,1.5
50099,3300101,3,ACT II CANGUIL SABOR MATEQUILLA EXTRA 80 GR.,DIBEAL CIA. LTDA. - GENERAL,16,9,4,UNIDADES,LTC,PERECEDEROS BULK,51.0,22.0,28.0,8.72,3,30,1,1,3,30,1,12.8,18.0,1.5
49322,3230102,3,CERELAC SUPLEMENTO SABOR TRADICIONAL 200 GR,NESTLE ECUADOR S.A. - GENERAL,24,10,5,UNIDADES,LTC,PERECEDEROS BULK,40.0,25.0,19.0,4.8,3,23,1,2,3,23,1,11.2,14.399999999999999,1.5
49807,3130109,3,ALESOL ACEITE CON ACHIOTE 200 ML.,INDUSTRIAS ALES C.A. - ABASTOS,30,12,6,UNIDADES,LTC,PERECEDEROS BULK,31.0,26.0,17.0,6.1,3,13,1,9,3,13,1,11.2,8.4,1.5
47454,3180108,3,MAGGI LA SAZON ADOBO COMPLETO 200 G,NESTLE ECUADOR S.A. - GENERAL,42,11,7,UNIDADES,LTC,PERECEDEROS BULK,40.0,30.0,19.0,9.235,3,18,1,8,3,18,1,12.8,10.799999999999999,1.5
48823,3260109,3,KÍNDER JOY CHOCOLATE CON SORPRESA PARA NIÑA X 2UN 40 GR,FERRERO DEL ECUADOR S.A. - GENERAL,48,16,4,UNIDADES,LTC,PERECEDEROS BULK,39.0,17.0,31.0,3.606,3,26,1,9,3,26,1,12.8,15.6,1.5
100150209,3240103,3,RAFFAELLO CHOCOLATE DISPLAY X 16 UN.,FERRERO DEL ECUADOR S.A. - GENERAL,4,10,5,UNIDADES,LTC,PERECEDEROS BULK,57.0,17.0,15.0,2.5,3,24,1,3,3,24,1,12.8,14.399999999999999,1.5
49057,3010102,3,KÍNDER JOY CHOCOLATE CON SORPRESA NIÑA X 12UN 240 GR,FERRERO DEL ECUADOR S.A. - GENERAL,6,10,5,UNIDADES,LTC,PERECEDEROS BULK,50.0,19.0,24.0,2.92,3,1,1,2,3,1,1,11.2,1.2,1.5
61332,3200107,3,MARCELLO´S PASTA DE TOMATE 1.82 KG.,MARCSEAL S.A. - GENERAL,6,11,6,UNIDADES,LTC,PERECEDEROS BULK,33.0,24.0,20.0,11.53,3,20,1,7,3,20,1,12.8,12.0,1.5
60123,3280106,3,YA REFRESCO SABOR A LIMONADA 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,11,6,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,28,1,6,3,28,1,12.8,16.8,1.5
30620,3320109,3,TIC TAC SABOR NARANJA X 12 UN.,FERRERO DEL ECUADOR S.A. - GENERAL,24,18,5,UNIDADES,LTC,PERECEDEROS BULK,32.0,20.0,21.0,6.05,3,32,1,9,3,32,1,12.8,19.2,1.5
67963,3320103,3,DR. LOOK CHUPETE LENGUA ACIDA 40 GR,CONFITECA C.A. - GENERAL,60,9,6,UNIDADES,LTC,PERECEDEROS BULK,43.0,29.0,23.0,4.0,3,32,1,3,3,32,1,12.8,19.2,1.5
68405,3320106,3,YA REFRESCO SABOR A PIÑA 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,11,6,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,32,1,6,3,32,1,12.8,19.2,1.5
71529,3240101,3,DR. LOOK CHUPUTE DEDO ACIDO 40 GR.,CONFITECA C.A. - GENERAL,60,9,5,UNIDADES,LTC,PERECEDEROS BULK,42.0,29.0,22.0,4.3,3,24,1,1,3,24,1,12.8,14.399999999999999,1.5
69788,3020107,3,SCHULLO PANELA MOLIDA 2 KG.,PRODUCTOS SCHULLO S.A. - ORGANICA,10,4,6,ORGANICOS,LTC,PERECEDEROS BULK,50.0,43.0,13.0,20.0,3,2,1,7,3,2,1,12.8,1.2,1.5
67666,3280107,3,YA REFRESCO SABOR A FRESA 15 GR.,QUALA ECUADOR S.A. - GENERAL,288,12,6,UNIDADES,LTC,PERECEDEROS BULK,37.0,25.0,19.0,5.3,3,28,1,7,3,28,1,12.8,16.8,1.5
79499,3330102,3,CONDIMENSA ACHIOTE EN PASTA VASO 200 GR.,ECUATORIANA DE CONDIMENTOS Y ESPECIAS ECONESPECIAS CIA. LTDA. - GENERAL,24,7,9,UNIDADES,LTC,PERECEDEROS BULK,45.0,31.0,14.0,8.455,3,33,1,2,3,33,1,11.2,20.4,1.5
86533,3100103,3,JAGERMEISTER LICOR DE HIERBAS 350 ML.,PROGLOBAL .S.A. - GENERAL,6,25,2,UNIDADES,LTC,PERECEDEROS BULK,23.0,12.0,19.0,4.265,3,10,1,3,3,10,1,12.8,6.0,1.5
84571,3350103,3,SAN CARLOS AZUCAR BLANCA 100 STICKS 500 GR,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS SA - AZUCAR CARGA,24,6,6,UNIDADES,LTC,PERECEDEROS BULK,48.0,36.0,19.0,14.5,3,35,1,3,3,35,1,11.2,21.599999999999998,1.5
115652535,3230101,3,TIC TAC PASTILLAS SABOR A MENTA Y HIERBABUENA 192GR,FERRERO DEL ECUADOR S.A. - GENERAL,24,18,5,UNIDADES,LTC,PERECEDEROS BULK,32.0,20.0,21.0,6.05,3,23,1,1,3,23,1,11.2,14.399999999999999,1.5
38015,3010109,3,MANICHO CHOCOLATE LECHE Y MANI X 24UN 600 GR,UNIVERSAL SWEET INDUSTRIES S.A. - GENERAL,6,19,8,UNIDADES,LTC,PERECEDEROS BULK,34.0,20.0,15.0,4.51,3,1,1,9,3,1,1,11.2,1.2,1.5
83839,3220104,3,SUNTEA TE HELADO SABOR A DURAZNO 40 GR.,QUALA ECUADOR S.A. - GENERAL,200,10,4,UNIDADES,LTC,PERECEDEROS BULK,42.0,2.0,29.0,4.855,3,22,1,4,3,22,1,12.8,13.2,1.5
83841,3300107,3,SUNTEA TE HELADO SABOR A LIMON 40 GR.,QUALA ECUADOR S.A. - GENERAL,200,10,4,UNIDADES,LTC,PERECEDEROS BULK,42.0,21.0,29.0,4.455,3,30,1,7,3,30,1,12.8,18.0,1.5
84105,3180106,3,BUENDIA CAFE LIOFILIZADO DESCAFEINADO 85 GR.,PYDACO PRODUCTORES Y DISTRIBUIDORES COMERCIALES C LTDA - GENERAL,12,18,5,UNIDADES,LTC,PERECEDEROS BULK,28.0,21.0,14.0,3.9,3,18,1,6,3,18,1,12.8,10.799999999999999,1.5
81817,3230104,3,NESTUM CERELAC INFANTIL PROBIOTIC TRIGO 350 GR.,NESTLE ECUADOR S.A. - GENERAL,24,8,3,UNIDADES,LTC,PERECEDEROS BULK,57.0,30.0,22.0,9.0,3,23,1,4,3,23,1,11.2,14.399999999999999,1.5
89323,3260101,3,SUNTEA TE HELADO SABOR A MANZANA 40 GR.,QUALA ECUADOR S.A. - GENERAL,200,10,4,UNIDADES,LTC,PERECEDEROS BULK,42.0,21.0,29.0,5.1,3,26,1,1,3,26,1,12.8,15.6,1.5
97713,3350104,3,CONDIMENSA ANIS ESTRELLADO 40 GR.,ECUATORIANA DE CONDIMENTOS Y ESPECIAS ECONESPECIAS CIA. LTDA. - GENERAL,25,18,4,UNIDADES,LTC,PERECEDEROS BULK,23.0,24.0,21.0,1.352,3,35,1,4,3,35,1,11.2,21.599999999999998,1.5
97528,3190106,3,PRODICEREAL GARBANZO 500 GR.,PRODICEREAL S.A. - GENERAL,25,6,8,UNIDADES,LTC,PERECEDEROS BULK,36.0,53.0,11.0,12.5,3,19,1,6,3,19,1,11.2,12.0,1.5
98734,3250108,3,LEGZTE TE NEGRO NATURAL SABOR A LIMON 465 GR.,IND ECUAT COMERC DISTRIB IMPORT - GENERAL,12,10,6,UNIDADES,LTC,PERECEDEROS BULK,43.0,21.0,20.0,6.075,3,25,1,8,3,25,1,11.2,15.6,1.5
98428,3080107,3,CUNINGHAM WHISKY SCOTCH 750 ML.,AZENDE LOGISTIC AZENDELOG CIA - GENERAL,6,25,4,VARIOS,LTC,NO PERECEDEROS BULK,26.0,18.0,34.0,8.0,3,8,1,7,3,8,1,12.8,4.8,1.5
118700678,3210107,3,KIT KAT GALLETA WAFER RECUBIERTA 41.5 GR.,NESTLE ECUADOR S.A. - GALLETAS RECUBIERTAS,96,9,13,UNIDADES,LTC,PERECEDEROS BULK,45.0,29.0,11.0,3.6,3,21,1,7,3,21,1,11.2,13.2,1.5
120850739,3170102,3,CONDIMENSA VINAGRE DE MANZANA 450 ML,ECUATORIANA DE CONDIMENTOS Y ESPECIAS ECONESPECIAS CIA. LTDA. - GENERAL,15,11,5,UNIDADES,LTC,PERECEDEROS BULK,38.0,26.0,23.0,11.485,3,17,1,2,3,17,1,11.2,10.799999999999999,1.5
120151145,3070106,3,MANICHO CHOC LECHE Y MANI CRIS 300GR,UNIVERSAL SWEET INDUSTRIES S.A. - GENERAL,9,15,10,UNIDADES,LTC,PERECEDEROS BULK,34.0,20.0,15.0,3.4,3,7,1,6,3,7,1,11.2,4.8,1.5
