SUC DESTINO;SKU;# TRANSF;DESCRIP ITEM;FECHA;SHIP;SHIP.1
IÑAQUITO;100724;1458999;LOS ANDES SALSA DE TOMATE PET 395 GR.;28/11/2025;24;1
IÑAQUITO;97761;1457648;RUFFLES ALMOHADA PAPA CREMA Y CEBOLLA 300 GR 25 GR C/U;28/11/2025;7;1
IÑAQUITO;33128;1457648;SAN CARLOS AZUCAR MORENA 2 KG.;28/11/2025;20;2
IÑAQUITO;85450;1457648;MANI CRIS MANI CON COBERTURA TUBULAR 50 GR.;28/11/2025;24;1
IÑAQUITO;33009;1458999;LOS ANDES SALSA DE TOMATE ECOPACK 400 GR;28/11/2025;24;2
IÑAQUITO;101691;1458999;KIYU JABON LIQUIDO FRUTOS ROJOS DOY PACK 650 ML.;28/11/2025;24;2
IÑAQUITO;33791;1457648;BARRILETE CARAMELO CON SABOR A TUTTI FRUTTI 400 GR.;28/11/2025;18;1
IÑAQUITO;30407;1457648;NUTRI LECHE ENTERA TETRAFINO 1 LT;28/11/2025;24;2
IÑAQUITO;58297;1457648;PROTEX JABON TRIPACK AVENA C/U 110 GR.;28/11/2025;24;1
IÑAQUITO;73333;1457648;SANTA MARIA CAFE SOLUBLE INSTANTANEO 170GR;28/11/2025;32;2
IÑAQUITO;102808;1457648;PRODICEREAL ALMIDON DE YUCA 500 GR.;28/11/2025;25;1
IÑAQUITO;105034;1457648;PRO-CAN SENIOR POLLO/CARNE/CEREAL 4 KG.;28/11/2025;5;1
IÑAQUITO;108036;1458999;CONDIMENSA PASAS FUNDA DE 400 GR.;28/11/2025;50;2
IÑAQUITO;104500;1458999;PANOLINI TOALLITAS HUMEDAS CON ALOE PAGA 50 LLEVA 100;28/11/2025;54;3
IÑAQUITO;109042;1457648;HELIOS SALSA BOLOÑESA 300 GR.;28/11/2025;12;1
IÑAQUITO;104324;1457648;CONDIMENSA ALBAHACA 25 GR.;28/11/2025;25;1
IÑAQUITO;73332;1457648;SANTA MARIA CAFE SOLUBLE INSTANTANEO 50 GR;28/11/2025;50;1
IÑAQUITO;39687;1457648;YA HARINA 2 KG.;28/11/2025;12;1
IÑAQUITO;105975;1458999;YA CREMA CHANTILLY VAINILLA 100 GR.;28/11/2025;36;1
IÑAQUITO;104997;1457648;KOTEX TOALLAS EVOLUCION NOCTURNA PRECIO ESPECIAL X 16 UN.;28/11/2025;12;1
IÑAQUITO;104997;1459819;KOTEX TOALLAS EVOLUCION NOCTURNA PRECIO ESPECIAL X 16 UN.;28/11/2025;12;1
IÑAQUITO;54179;1458999;LOS ANDES SALSA DE TOMATE 395 GR.;28/11/2025;48;2
IÑAQUITO;80413;1457648;SANTA MARIA ADULTOS RAZA PEQUEÑA MEDIANA GRANDE POLLO 2 KG.;28/11/2025;12;1
IÑAQUITO;35797;1458999;FAMILIA PAÑUELO FACIAL CUIDADO GRIPAL X 4 UN.;28/11/2025;30;1
IÑAQUITO;106776;1457648;CLOROX CLORO REGULAR 3.8 LT + 1LT GRATIS;28/11/2025;2;1
IÑAQUITO;27364;1457648;MINERVA CAFE CLASICO 100 GR.;28/11/2025;8;0,1
IÑAQUITO;28127;1457648;DOVE JABON TRIPACK BLANCO C/U 90 GR.;28/11/2025;16;1
IÑAQUITO;106772;1457648;VIZZIO CHOCOLATE CON ALMENDRAS LATA 182 GR.;28/11/2025;12;1
IÑAQUITO;105453;1457648;SNOB ACEITE OLIVA EXTRA VIRGEN 500 ML.;28/11/2025;12;1
IÑAQUITO;109299;1457648;MR. MUSCULO NARANJA TOTAL CONICA PACK X2 PRECIO ESPECIAL;28/11/2025;6;1
IÑAQUITO;109238;1457648;PONY MALTA BEBIDA PET 330 ML.;28/11/2025;72;3
IÑAQUITO;110444;1457648;UYANZA GRANOLA CON FRUTA Y SEMILLA 450 GR;28/11/2025;30;1
IÑAQUITO;101692;1458999;KIYU JABON LIQUIDO ALMENDRA DOY PACK 650 ML.;28/11/2025;24;2
IÑAQUITO;104503;1458999;PARA MI BEBE TOALLITAS HUMEDAS MANZANILLA PAGA 50 LLEVA 100;28/11/2025;54;3
IÑAQUITO;39211;1458795;SNOB FREJOL ROJO 425 GR.;28/11/2025;432;18
IÑAQUITO;31165;1457648;LA ESPAÑOLA ACEITE DE OLIVA EXTRA VIRGEN BOTELLA 250 ML;28/11/2025;12;1
IÑAQUITO;88002;1457648;RUFFLES PAPA NATURAL 400 GR;28/11/2025;7;1
IÑAQUITO;28921;1457648;TIPS AMBIENTAL PASTILLA FRUTILLA 95 GR.;28/11/2025;24;1
IÑAQUITO;110922;1457648;PULP NECTAR 5PACK SURTIDO 145 ML;28/11/2025;40;2
IÑAQUITO;109607;1457648;ISABELLA JABON LIQUIDO FRESA GRANADILLA DOY PACK 1 LT.;28/11/2025;12;1
IÑAQUITO;29225;1457648;TORTOLINES CHIFLE NATURAL 150 GR.;28/11/2025;36;1
IÑAQUITO;32624;1457648;PRIMAVERA HONGOS SECOS PRIMAVERA FUNDAS DE 50 GR.;28/11/2025;15;1
IÑAQUITO;32417;1457648;REAL ATUN EN GIRASOL A/F 180 GR.;28/11/2025;48;1
IÑAQUITO;86859;1459819;TOP COMBI JABON CON DETERGENTE LIMON LIMPIEZA X 4UN C/U 230 GR.;28/11/2025;12;1
IÑAQUITO;94202;1457648;MC CORMICK JUGO DE LIMON 500 ML.;28/11/2025;12;1
IÑAQUITO;31187;1457648;CRIS-SAL SAL DE MESA 2 KG.;28/11/2025;50;2
IÑAQUITO;98649;1458999;WEIR AGUA OXIGENADA 250 ML.;28/11/2025;24;2
IÑAQUITO;109726;1457648;DON VITTORIO LINGUINI GROSSO 400 GR;28/11/2025;24;1
IÑAQUITO;28502;1457648;ECUA-PLASTICOS VASO 1 OZ X 100 UN.;28/11/2025;45;1
IÑAQUITO;99988;1457648;PILSENER SIXPACK CERVEZA LATA 355 ML.;28/11/2025;4;4
IÑAQUITO;27832;1457648;LA REPOSTERITA COLORANTE 4 FRASCOS C/U 100 GR.;28/11/2025;24;1
IÑAQUITO;28757;1458999;GATO NEGRO VINO CABERNET MERLOT 750 ML;28/11/2025;24;2
IÑAQUITO;50085;1458997;SANTA MARIA ARROZ ENVEJECIDO 45.36 KG.;28/11/2025;30;30
IÑAQUITO;43197;1457648;FAST CLORO FRAGANCIA LIMON 1 LT.;28/11/2025;12;1
IÑAQUITO;33802;1457648;FAMILIA SERVILLETA DECORADA 2 EN 1 X 200 UN.;28/11/2025;18;1
IÑAQUITO;47702;1457648;SANTA MARIA CLORO REGULAR X 1.8 LT.;28/11/2025;12;2
IÑAQUITO;102952;1457648;ELITE PAPEL HIGIENICO SOFT&STRONG PREMUM GRANDE 20M X12/4;28/11/2025;4;1
IÑAQUITO;109603;1457648;ISABELLA JABON LIQUIDO PERA SILVESTRE DOY PACK 1 LT.;28/11/2025;12;1
IÑAQUITO;29226;1457648;TORTOLINES CHIFLE NATURAL 45 GR.;28/11/2025;72;1
IÑAQUITO;112381;1457648;EXPORTACION CONCHA Y TORO VINO  BLANCO BOTELLA SAUVIGNON BLANC 750 ML.;28/11/2025;6;1
IÑAQUITO;101750169;1457648;MINI TANGO GALLETA RECUBIERTA DE CHOCOLATE FUNDA 299 GR.;28/11/2025;20;1
IÑAQUITO;100950071;1458999;KIYU JABON LIQUIDO ANTIBACTERIAL CREMA DOY PACK 1 LT;28/11/2025;20;2
IÑAQUITO;101850119;1457648;VIRGINIA LUSTRAMUEBLES CREMA VAINILLA 250 ML.;28/11/2025;12;1
IÑAQUITO;107250261;1457648;ORANGINE  AGUA MINERAL  3LT;28/11/2025;12;2
IÑAQUITO;109000071;1457648;LA LECHERA LECHE UHT ENTERA 1 LT;28/11/2025;24;2
IÑAQUITO;112600289;1457648;LA LECHERA LECHE UHT TRES LECHES 1 LT.;28/11/2025;12;1
IÑAQUITO;111350100;1457648;CUNINGHAM WHISKY SCOTCH 375 ML;28/11/2025;12;1
IÑAQUITO;112300171;1457648;TONI LECHE PRISMA UHT DESLACTOSADA 1 LT.;28/11/2025;12;1
IÑAQUITO;110650119;1459819;LIDER JABON AZUL X 4 DE 640 GR.;28/11/2025;30;2
IÑAQUITO;114750256;1457648;LONCHYS FIDEO INSTANTANEO CON VEGETALES SABOR A POLLO X4 C/U 103 GR;28/11/2025;15;1
IÑAQUITO;114750256;1458795;LONCHYS FIDEO INSTANTANEO CON VEGETALES SABOR A POLLO X4 C/U 103 GR;28/11/2025;555;37
IÑAQUITO;114950127;1457648;SPORADE BEBIDA REHIDRATANTE TETRAPACK SABOR A TROPÌCAL 1 LT;28/11/2025;6;1
IÑAQUITO;114950451;1457648;TONI CAFFE LATO MOCACCINO 250 ML.;28/11/2025;24;1
IÑAQUITO;114500089;1457648;MANI CRIS CLASICO CROCANTE DE 140 GR;28/11/2025;24;1
IÑAQUITO;114800401;1457648;SYLVANIA FOCO TOLEDO LED LUZ CALIDA DE 15W.;28/11/2025;10;1
IÑAQUITO;115251037;1457648;ALA CENA MAYONESA DOY PACK 900 GR.;28/11/2025;6;1
IÑAQUITO;115701237;1457648;BIO TOALLA DE PAPEL Z BLANCAS 150UN;28/11/2025;12;1
IÑAQUITO;115600962;1457648;ILE MENTA CON LIMON TE X 25 SOBRES;28/11/2025;24;1
IÑAQUITO;116900810;1457648;JUAN VALDEZ CAFÉ LIOFILIZADO 50GR;28/11/2025;24;1
IÑAQUITO;117350821;1457648;SALTIN GALLETA X 9 UND 216 GR.;28/11/2025;24;1
IÑAQUITO;117251022;1457648;IMPERIAL LIMONADA PET 1.5 LT;28/11/2025;6;1
IÑAQUITO;117250636;1457648;ALIMENTO HUMEDO PARA GATOS ATUN 85 GR;28/11/2025;24;1
IÑAQUITO;118500916;1458999;BIC ENCENDENDOR MULTIUSO UN;28/11/2025;12;1
IÑAQUITO;118001455;1457648;CIFRUT REFRESCO  CITRUS PUNCH PET  400 ML.;28/11/2025;30;2
IÑAQUITO;118051209;1458999;ROYAL FLAN CON CARAMELO SABOR A VAINILLA 85G;28/11/2025;36;1
IÑAQUITO;118700643;1457648;SAN FELIPE AGUA CON GAS 3 LT.;28/11/2025;6;1
IÑAQUITO;118350858;1457648;EXCELENCIA ACEITUNAS VERDE RELLENA DE PIMIENTO DOY PACK 190 GR;28/11/2025;16;1
IÑAQUITO;118350831;1457648;EXCELENCIA ACEITUNA VERDE DESHUESADA DOY PACK 180GR;28/11/2025;16;1
IÑAQUITO;118001404;1457648;PILSENER SIX PACK CERVEZA LATA 473 ML.;28/11/2025;14;14
IÑAQUITO;117800634;1458795;PACIFICO SAL DE MESA 1 KG;28/11/2025;100;2
IÑAQUITO;119400685;1457648;CIELO AGUA NATURAL 1 .2 LT.;28/11/2025;24;2
IÑAQUITO;117700756;1457648;ROYAL GELATINA SIN SABOR 11 GR;28/11/2025;48;1
IÑAQUITO;117750631;1457648;SANTA MARIA CLORO ORIGINAL GALON;28/11/2025;18;3
IÑAQUITO;120950721;1457648;GLADE AEROSOL ABRAZOS DE VAINILLA 400 ML;28/11/2025;12;1
IÑAQUITO;120651001;1457648;SELLO ROJO CAFE FUNDA 425 GR.;28/11/2025;60;6
IÑAQUITO;123002567;1457648;ANDEAN SPRING AGUA PURIFICADA SIN GAS DE 6 LT.;28/11/2025;4;2
IÑAQUITO;124051715;1457648;NOVA SERVILLETA CLASICA X 200 UNIDADES;28/11/2025;20;1
IÑAQUITO;124951262;1458999;GRANT´S BLENDED SCOTCH WHISKY 750 ML.;28/11/2025;24;2
IÑAQUITO;124702101;1457648;BIOSOLUTIONS HIGIÉNICO BIO 200M 2 HOJAS;28/11/2025;12;1
IÑAQUITO;124751421;1457648;CASTELLDEFELS CAVAS VINO TINTO MALBEC 1.5 LT.;28/11/2025;6;1
IÑAQUITO;124801256;1457648;CAVICCHIOLI VINO ESPUMANTE DULCE ROSADO 750 ML;28/11/2025;6;1
IÑAQUITO;124751287;1457648;PILSENER  TWELVEPACK CERVEZA LATA 269 ML;28/11/2025;4;4
IÑAQUITO;124151214;1458999;CONCHA Y TORO VINO TINTO 750ML. RESERVADO MALBEC 750ML.;28/11/2025;24;2
IÑAQUITO;123301209;1457648;NUTRAPRO  COMIDA LATAS GATOS POLLO/HÍGADO 80 GRS;28/11/2025;24;1
IÑAQUITO;125151531;1457648;SOMETHING SPECIAL DUO PACK  8 AÑOS 750ML PRECIO ESPECIAL.;28/11/2025;6;1
IÑAQUITO;128701463;1457648;BUZZ  BEBIDA  LIMA LIMON DE 1500 ML;28/11/2025;6;1
IÑAQUITO;125151259;1457648;LA LECHERA LECHE CONDENSADA SEMIDESCREMADA 420 GR;28/11/2025;24;1
IÑAQUITO;125001470;1457648;JAGERMEISTER LICOR DE HIERBAS 700 ML.;28/11/2025;6;1
IÑAQUITO;129951211;1457648;FAMILIA TOALLA COCINA JUMBO PRECIO ESPECIAL;28/11/2025;6;1
IÑAQUITO;131901626;1457648;FAB 3 DETERGENTE EN POLVO LIMON 5 KG.;28/11/2025;2;1
IÑAQUITO;130351204;1457648;MC CORMICK ADEREZO HONEY MUSTARD DOY PACK 200g;28/11/2025;13;1
IÑAQUITO;132251258;1457648;CORFRUIT NUECES NOGAL PELADAS 400 GR;28/11/2025;24;1
IÑAQUITO;132101284;1457648;PEDIGREE CACHORRO CARNE SOBRE 100G;28/11/2025;18;1
IÑAQUITO;132101305;1457648;WHISKAS ADULTO SALMON POUCH 85G;28/11/2025;20;1
IÑAQUITO;132101508;1457648;GILLETTE CLEAR GEL COOL WAVE 82GR PACK 2DO MITAD PRECIO;28/11/2025;6;1
IÑAQUITO;132051395;1457648;NOSOTRAS PROTECTORES DIARIOS DESODORANTE X15 UNID.;28/11/2025;36;1
IÑAQUITO;132251661;1458999;BIC AFEITADORA FLEX 3 ESTRA SUAVE;28/11/2025;12;1
IÑAQUITO;132401228;1458999;LOS ANDES PURÉ DE TOMATE DOYPACKS 400 GR.;28/11/2025;24;2
IÑAQUITO;132801820;1457648;NUTRI FOUR PACK LECHE ENTERA UHT POLIETILENO 1LT;28/11/2025;4;1
IÑAQUITO;132901450;1458795;IRIS COLADITA SABOR A FRUTILLA 200 GR.;28/11/2025;132;11
IÑAQUITO;133851618;1457648;FAMILIA PAPEL HIGIENICO GRANDE X 6;28/11/2025;72;9
IÑAQUITO;134151349;1457648;LA PRIMERA VINAGRE 3700 GR;28/11/2025;1;1
IÑAQUITO;134551191;1457648;SARITA PAPAS RIZADAS CREMA CEBOLLA 30 GR;28/11/2025;50;1
IÑAQUITO;135103091;1457648;CLOROX CLORO ANTI SPLASH-NO SALPICA 1000ML;28/11/2025;12;1
IÑAQUITO;135503123;1459819;SANTA MARIA LIMPION  MULTI USO 150 METROS;28/11/2025;60;10
IÑAQUITO;135503131;1459819;SANTA MARIA LIMPION  MULTI USO 300 METROS;28/11/2025;4;1
IÑAQUITO;135503166;1457648;SILUET PASTA QUINUA Y MAIZ FUSILLI 400 GR;28/11/2025;20;1
IÑAQUITO;135553286;1457648;TRU CREMA DE LECHE UHT 1 LT;28/11/2025;12;1
IÑAQUITO;135053302;1458999;TONI SIXPACK GELATINA SURTIDA C/U 200GR;28/11/2025;20;5
IÑAQUITO;135703547;1458999;BIO TOALLA Z NATURAL DE 175 UNIDADES 1H CAJA X32;28/11/2025;32;1
IÑAQUITO;136902978;1457648;CLICK TRAPEADOR DE MICROFIBRA CON OJAL REFORZADO;28/11/2025;12;1
IÑAQUITO;135603634;1457648;SANTA MARIA PAPEL HIGIENICO INSTITUCIONAL 250 MT;28/11/2025;12;1
IÑAQUITO;136403036;1458999;SANTA MARIA GUANTE AMARILLO DOMÉSTICO C20 TALLA 7 ½ UN.;28/11/2025;60;5
IÑAQUITO;136403044;1457648;SANTA MARIA GUANTE AMARILLO DOMÉSTICO C20 TALLA 8 UN.;28/11/2025;12;1
IÑAQUITO;136403052;1457648;SANTA MARIA GUANTE AMARILLO DOMÉSTICO C20 TALLA 8 ½ UN.;28/11/2025;12;1
IÑAQUITO;137553167;1457648;CASERITO ARROZ ENVEJECIDO ARROBA 11.36K;28/11/2025;1;1
IÑAQUITO;137503151;1457648;QUINOA SNACKS SABOR A PIMIENTA NEGRA 40 GR.;28/11/2025;24;1
IÑAQUITO;137853186;1457648;NINACURO JABON RENOVACION PROFUNDA X 360g;28/11/2025;12;1
IÑAQUITO;142903168;1458999;LIDEX  ALCOHOL ANTISEPTICO AL 70%-  1LT;28/11/2025;12;1
IÑAQUITO;143503140;1457648;ELITE PAPEL HIGIENICO MANZANILLA 32M 12 UNIDADES;28/11/2025;4;1
IÑAQUITO;143453138;1458999;JOLLI JABON LIQUIDO CITRUS 1LT;28/11/2025;24;2
IÑAQUITO;140502942;1457648;REAL ATUN EN GIRASOL A/F 140 GR.;28/11/2025;48;1
IÑAQUITO;140103204;1457648;CASERITO ARROZ ENVEJECIDO 4LB;28/11/2025;16;1
IÑAQUITO;142702948;1457648;CONDIMENSA BICARBONATO DE SODIO FUNDA 50 GR;28/11/2025;25;1
IÑAQUITO;144152960;1457648;TRU LECHE DESCREMADA 1LT;28/11/2025;12;1
IÑAQUITO;144653174;1457648;SANTA MARIA TOALLAS DE MANO Z 150 UNI;28/11/2025;72;6
IÑAQUITO;143653113;1457648;ZAGAZ LAVAPLATOS CITRUS POWER 1000 GR.;28/11/2025;12;1
IÑAQUITO;144553667;1458999;PRODICEREAL PASAS 150GR;28/11/2025;50;2
IÑAQUITO;145802961;1459819;PAPELITO LIMPION INDUSTRIAL 100 METROS;28/11/2025;9;1
IÑAQUITO;145802987;1458999;PANOLINI TOALLITAS ALOE FLOWPACK PAGUE 240 LLEVE 300;28/11/2025;36;6
IÑAQUITO;145803007;1457648;PARA MI BEBE PAÑITOS MANZANILLA FLOWPACK  PAGUE 240 LLEVE 300;28/11/2025;6;1
IÑAQUITO;146753013;1457648;NUTRAPRO CHUNK PATÉ GATOS  SALMÓN 85 GR;28/11/2025;12;1
IÑAQUITO;145553204;1457648;PEDIGREE ADULTO  SABOR CARNE EN SALSA 100GR;28/11/2025;36;2
IÑAQUITO;145652966;1457648;BANDIDO WAFFER FUNDA 259.2 GR;28/11/2025;16;1
IÑAQUITO;147003126;1459819;DERSA DETERGENTE LIQUIDO 4 LT;28/11/2025;8;2
IÑAQUITO;149102996;1457648;DOLLY PAPEL HIGIENICO DOBLE HOJA 50 METROS X 4 UNIDADES;28/11/2025;12;1
IÑAQUITO;149102996;1459819;DOLLY PAPEL HIGIENICO DOBLE HOJA 50 METROS X 4 UNIDADES;28/11/2025;12;1
IÑAQUITO;149103008;1459819;DOLLY PAPEL HIGIENICO TRIPLE HOJA 36 METROS X 12 UNIDADES;28/11/2025;40;10
IÑAQUITO;149453016;1458795;SANTA MARIA FREJOL NEGRO 500GR;28/11/2025;500;20
IÑAQUITO;151953651;1458999;LA LECHERA CREMA DE LECHE UHT 946 ML.;28/11/2025;24;2
IÑAQUITO;151703029;1457648;KOKI GALLETAS DE COCO 540 GR.;28/11/2025;9;1
IÑAQUITO;152102954;1457648;PANTENE SHAMPOO BAMBU 750 ML;28/11/2025;12;1
IÑAQUITO;152053734;1458999;WEIR ALCOHOL ANTISEPTICO 2 LT;28/11/2025;6;1
IÑAQUITO;154053025;1457648;IMPERIAL AGUA GASIFICADA SABOR A TORONJA 550 ML;28/11/2025;24;2
IÑAQUITO;154553100;1459819;DOLLY SERVILLETA X 75 UND;28/11/2025;80;1
IÑAQUITO;154553126;1459819;DOLLY SERVILLETA X 350 UND;28/11/2025;40;5
IÑAQUITO;154953040;1457648;MONTAÑÉS CAFÉ MOLIDO PUYANGO 400 GR.;28/11/2025;24;1
IÑAQUITO;159952943;1457648;GOOD RICE ARROZ ARROBA 11.34 KG;28/11/2025;3;3
IÑAQUITO;154952944;1457648;SNOB ACEITUNA SIN HUESO DOY PACK 220GR;28/11/2025;24;1
IÑAQUITO;155652943;1457648;FORESTEA FRESA-LIMON 475ML;28/11/2025;6;1
IÑAQUITO;161452964;1457648;CIRCUS GALLETA RELLENA SABOR A FRESA 276 GR.;28/11/2025;12;1
IÑAQUITO;160652972;1457648;NATURE'S HEART ARANDANO NUTS 35 GR.;28/11/2025;12;1
IÑAQUITO;160803064;1457648;HUNT'S SALSA DE TOMATE 567 GR;28/11/2025;12;1
IÑAQUITO;160304636;1457648;NATURE´S HEART GRANOLA CROCANTE FUNDA 340 GR.;28/11/2025;12;1
IÑAQUITO;163453813;1457648;ESTRELLA GUANTE DOMESTICO AMARILLO TALLA 8 UN.;28/11/2025;12;1
IÑAQUITO;165652971;1457648;GUSTADINA SALSA SABOR A GUACAMOLE 330GR;28/11/2025;12;1
IÑAQUITO;165802968;1457648;ANDINA CREMA DE LECHE UHT 900 ML.;28/11/2025;12;1
IÑAQUITO;166503361;1457648;SALTICAS MINI ORIGINAL 30 GR.;28/11/2025;32;1
IÑAQUITO;166803508;1457648;NESTLE CEREAL CHOCAPIC TROZOS 380 GR.;28/11/2025;18;1
IÑAQUITO;168503146;1457648;ANTHONY VINO SABOR FRESA 750ML.;28/11/2025;2;0,17
IÑAQUITO;168252949;1457648;SAPOLIO PACK X2 INSECTICIDA CUCARACHAS Y MOSCAS 360 ML;28/11/2025;6;1
IÑAQUITO;168353184;1457648;SANTA MARIA ARROZ MACAREÑO 4 LB.;28/11/2025;15;1
IÑAQUITO;168652942;1457648;SAN FELIPE PLUS AGUA MINERAL CON GAS SANDÍA + COLÁGENO 400ML.;28/11/2025;6;1
IÑAQUITO;168403188;1457648;AROMMIX CAJA TÉ SOBRE X 25 UNIDADES;28/11/2025;25;1
IÑAQUITO;168353061;1457648;SANTA MARIA ARROZ MACAREÑO 45.36 KG.;28/11/2025;1;1
IÑAQUITO;169303007;1457648;LAVA CREMA LAVAVAJILLA LIMON 900 G;28/11/2025;12;1
IÑAQUITO;169452942;1457648;SANTA TRINIDAD VINO TINTO CABERNET SAUVIGNON 750ML;28/11/2025;36;3
IÑAQUITO;169552994;1458999;ZHUMIR NARANJILLA AMAZÓNICA & FRUTOS EXÓTICOS 700ML;28/11/2025;24;2
IÑAQUITO;168953155;1457648;LADY SPEED STICK DESODORANTE CLINICAL CREMA 70G;28/11/2025;18;1
IÑAQUITO;169003709;1459819;FAMILIA PAPEL HIGIÉNICO SUPERMEGA X24;28/11/2025;10;5
IÑAQUITO;169703561;1457648;TOSCANA VINAGRE 1 LT;28/11/2025;12;1
IÑAQUITO;169802949;1457648;MIAS PACK FAMILIAR FRESA 226G;28/11/2025;28;1
IÑAQUITO;171102950;1457648;LA COCINA CLAVO DE OLOR 35 GR;28/11/2025;50;1
IÑAQUITO;170903093;1457648;TRU LECHE EVAPORADA 500ML;28/11/2025;6;1
IÑAQUITO;170103256;1457648;LUSTRE PAÑO ESPONJA ABSORVENTE X5 PROMOCIÓN;28/11/2025;20;1
IÑAQUITO;170053287;1457648;ELITE PAPEL HIGENICO SOFT & STRONG MGR 32  MTS;28/11/2025;4;2
IÑAQUITO;180554886;1459819;DOLLY PAPEL HIGIENICO DOBLE HOJA 15 MT X6;28/11/2025;40;5
IÑAQUITO;180057038;1459819;SANTA MARIA PAPEL HIGIENICO 30MT 3H X18UN;28/11/2025;20;10
IÑAQUITO;170253043;1458795;SANTA MARIA ATUN 3PACK EN GIRASOL 80 GR C/U.;28/11/2025;560;28
IÑAQUITO;169903416;1457648;AXE DESODORANTE AEROSOL DARK TEMPTATION 50ML;28/11/2025;4;1
IÑAQUITO;169903504;1458795;RICAS GALLETA CAJA 232 GR.;28/11/2025;576;12
IÑAQUITO;170053009;1457648;SANTA MARIA TORNILLO 400GR;28/11/2025;25;1
IÑAQUITO;172205889;1457648;DORITOS MEGA QUESO 145G;28/11/2025;18;1
IÑAQUITO;172205934;1457648;RUFFLES PAPAS SABOR CREMA Y CEBOLLA 245G;28/11/2025;12;1
IÑAQUITO;172356960;1457648;HORNIMANS TE MIX DE SABORES 115 GR.;28/11/2025;8;1
IÑAQUITO;172555053;1458795;SANTA MARIA ACEITE GIRASOL 2LT;28/11/2025;544;68
IÑAQUITO;173154497;1457648;RUFFLES PAPAS NATURALES 245GR;28/11/2025;12;1
IÑAQUITO;173454465;1457648;RON CABO BLANCO SILVER 750 ML;28/11/2025;12;1
IÑAQUITO;172754765;1457648;PALMA DE ORO ACEITE BOTELLA 750ML;28/11/2025;15;1
IÑAQUITO;173755081;1458112;SANTA MARIA PAPA FRITA ARTESANAL 180GR;28/11/2025;24;1
IÑAQUITO;173755137;1458112;SANTA MARIA MEZCLADITO SNACK 180GR;28/11/2025;24;1
IÑAQUITO;175405835;1457648;FAMILIA PAPEL  HIGIENICO JARDIN PRIMAVERA 12 UND;28/11/2025;4;1
IÑAQUITO;175754470;1457648;DUET JABON BARRA HUMECTANTE TRIPACK 270GR;28/11/2025;12;1
IÑAQUITO;176504940;1457648;SAZONARIKO ADOBO PARA PAVO DOYPACK 500 GR;28/11/2025;12;1
IÑAQUITO;176904839;1458999;SANTA MARIA TOALLITAS HUMEDAS DOYPACK X100;28/11/2025;24;2
IÑAQUITO;176155014;1457648;KRISPIZ DELICHOCK GALLETAS CON CHISPAS DE CHOCOLATE 258GR;28/11/2025;10;1
IÑAQUITO;178004851;1457648;BONNA VIT GALLETAS A LAS FINAS HIERBAS 12 X 180 GR;28/11/2025;12;1
IÑAQUITO;178504812;1457648;FAMILIA PAPEL HIGIENICO SUPERMEGA 8 UN;28/11/2025;4;1
IÑAQUITO;178554810;1457648;FAMILIA PAPEL HIGIENICO JARDIN PRIMAVERA;28/11/2025;12;1
IÑAQUITO;179454829;1458999;ROYAL GELATINA FRAMBUESA 380 GR;28/11/2025;48;2
IÑAQUITO;179454853;1458999;ROYAL GELATINA LIMON 380 GR;28/11/2025;48;2
IÑAQUITO;179454861;1458999;ROYAL GELATINA UVA 380 GR;28/11/2025;48;2
IÑAQUITO;179454870;1458999;ROYAL GELATINA PIÑA 380 GR;28/11/2025;48;2
IÑAQUITO;179454888;1458999;ROYAL GELATINA MANZANA 380 GR;28/11/2025;48;2
IÑAQUITO;180006708;1458999;LA LECHERA LECHE EVAPORADA 450ml;28/11/2025;48;4
IÑAQUITO;179904869;1457648;RICACAO COCOA DOY PACK 160 GR.;28/11/2025;72;2
IÑAQUITO;180154831;1457648;WAYKANA - ENERGIZANTE PET SABOR MARACUYA CON MANGO LIGHT 400 ML;28/11/2025;12;1
IÑAQUITO;180754909;1457648;DELICIA NIDO CABELLO 400GR;28/11/2025;50;2
IÑAQUITO;180754909;1458795;DELICIA NIDO CABELLO 400GR;28/11/2025;550;22
IÑAQUITO;180754925;1457648;DELICIA TALLARIN 400GR;28/11/2025;25;1
IÑAQUITO;180754925;1458795;DELICIA TALLARIN 400GR;28/11/2025;550;22
IÑAQUITO;181605198;1457648;CHIPS AHOY GALLETAS CON CHISPAS SABOR A CHOCOLATE  222 GR;28/11/2025;24;1
IÑAQUITO;180404950;1458999;LOS ANDES MAYONESA CASERA DOYPACK DE 200GR;28/11/2025;48;2
IÑAQUITO;180855081;1457648;JML RAMEN COSTILLA DE CERDO 565GR;28/11/2025;6;1
IÑAQUITO;181355221;1457648;SANTA MARIA AMBIENTAL SPRAY LAVANDA RELAX 360ML;28/11/2025;12;1
IÑAQUITO;181355230;1457648;SANTA MARIA AMBIENTAL SPRAY BRISA DEL MAR 360ML;28/11/2025;12;1
IÑAQUITO;180254816;1457648;NATURE´S HEART TRIPACK BEBIDAS ALMENDRA SIN AZUCAR 946ML;28/11/2025;4;1
IÑAQUITO;180057003;1458999;PAÑALIN TOALLAS HÚMEDAS MANZANILLA Y GLICERINA FLOW PACK X5O;28/11/2025;36;3
IÑAQUITO;180057071;1459819;SANTA MARIA PAPEL HIGIENICO 16MT 2H X4UN;28/11/2025;108;9
