SUC DESTINO;SKU;# TRANSF;DESCRIP ITEM;FECHA;SHIP;SHIP.1
IÑAQUITO;133351605;1391975;MANIHABS HABAS DE LIMON ALMOHADA X12 UN 32 GR.;22/10/2025;16;1
IÑAQUITO;33007;1391975;LOS ANDES SALSA DE TOMATE ECOPAC 1 KG.;22/10/2025;12;2
IÑAQUITO;60460;1391975;PURATOS CREMA CHANTYPAK  UHT 1LT.;22/10/2025;12;1
IÑAQUITO;27873;1391975;MAGGI MOSTAZA 4 KG.;22/10/2025;4;4
IÑAQUITO;130251191;1391975;CONDIMENSA SALSA CHINA DE SOYA 110G;22/10/2025;25;1
IÑAQUITO;119751063;1391975;GEL´HADA GELATINA MORA 400 GR.;22/10/2025;24;1
IÑAQUITO;28806;1391975;PRODELSOL CEPILLO LAVAR ROPA PLANCHITA X 12 UN.;22/10/2025;12;1
IÑAQUITO;193304982;1391975;MANIHABS HABAS DE LIMÓN 70 GR;22/10/2025;30;1
IÑAQUITO;112300083;1391975;CLENA MAGIC COCINA DOYPACK 500NL;22/10/2025;18;1
IÑAQUITO;151703011;1391975;HEINEKEN CERVEZA TWELVE  LATA C/U 355 ML.;22/10/2025;2;2
IÑAQUITO;152103172;1391975;RYKUNA GRANOLA ENRIQUECIDA CON QUINUA Y FRUTOS SECOS 350 gr.;22/10/2025;50;1
IÑAQUITO;133201228;1391975;NUTRICEREAL GRANOLA 340 GR.;22/10/2025;25;1
IÑAQUITO;118700643;1391975;SAN FELIPE AGUA CON GAS 3 LT.;22/10/2025;36;6
IÑAQUITO;94010;1391975;MINI BUM CARAMELO RELLENO DE CHICLE SABOR SURTIDO 400 GR.;22/10/2025;16;1
IÑAQUITO;115251037;1391975;ALA CENA MAYONESA DOY PACK 900 GR.;22/10/2025;12;2
IÑAQUITO;189705100;1391975;KINOE SHAMPOO HIALURONICO x 550ML;22/10/2025;12;1
IÑAQUITO;33060;1391975;BB HARINA 2 KG.;22/10/2025;10;1
IÑAQUITO;160802993;1391975;ESTRELLA LAVAVAJILLA CREMA UVA 950 GR.;22/10/2025;12;1
IÑAQUITO;103475;1391975;GUSTADINA PALMITO CORAZONES 400 GR.;22/10/2025;24;1
IÑAQUITO;166503898;1391975;AMPER BEBIDA ENERGIZANTE 473ML.;22/10/2025;24;1
IÑAQUITO;120002107;1391975;COLOMBINA  GRISSLY GOMITA OSOS 80 GR;22/10/2025;24;1
IÑAQUITO;30587;1391975;TAPIOKITA COLADA SABOR A MANZANA 400 GR.;22/10/2025;12;1
IÑAQUITO;193405273;1391975;SAN JORGE DURAZNOS EN MITADES EN ALMIBAR 820 GR;22/10/2025;12;1
IÑAQUITO;183155151;1391975;FLOR DE ORO  HARINA DE TRIGO FORTIFICADA 9 KG;22/10/2025;4;4
IÑAQUITO;103127;1391975;CONDIMENSA CANELA MOLIDA 50 GR.;22/10/2025;25;1
IÑAQUITO;96911;1391975;PRODICEREAL MAICENA 400 GR.;22/10/2025;25;1
IÑAQUITO;27358;1391975;YOGU YOGU MANZANA 200 ML;22/10/2025;24;1
IÑAQUITO;102329;1391975;GLORIA LECHE CONDENSADA ENTERA ABRE FACIL 395 GR.;22/10/2025;24;1
IÑAQUITO;163453670;1391975;KOKI GALLETAS DE COCO 210 GR.;22/10/2025;24;1
IÑAQUITO;202754898;1391975;QUADRICCIO MINI CONOS RELLENOS DE CACAO 120GR;22/10/2025;24;1
IÑAQUITO;154902980;1391975;MASCORONA GARBANZO 500GR;22/10/2025;25;1
IÑAQUITO;183104936;1391975;SANTA MARIA CREMA LAVAVAJILLA LIMA  LIMON 500GR;22/10/2025;24;1
IÑAQUITO;195955359;1391975;RUFFLES PAPAS TWIST LIMON 38GR;22/10/2025;60;1
IÑAQUITO;135153135;1391975;SABROFRITO BIDON 20 LT;22/10/2025;1;1
IÑAQUITO;115701296;1391975;LONCHYS ECONOPACK X 4 SABOR A POLLO 64GR C/U;22/10/2025;18;3
IÑAQUITO;53846;1391975;SANTA MARIA DESINFECTANTE FRAGANCIA FLORAL 4 LT.;22/10/2025;6;1
IÑAQUITO;201854942;1391975;ESTRELLA PAÑO HUMEDO ABSORBENTE 18X20 X 3 UN;22/10/2025;25;1
IÑAQUITO;87775;1391975;GULLON GALLETA CHIP CHOCO SIN AZUCAR 125 GR.;22/10/2025;12;1
IÑAQUITO;185854941;1391975;DORITOS FLAMIN HOT SABOR PICANTE Y QUESO 140GR;22/10/2025;18;1
IÑAQUITO;93230;1391975;VAN CAMPS ATUN TRIPACK ACEITE OLIVA ABRE FACIL 80 GR.;22/10/2025;32;2
IÑAQUITO;111512;1391975;BANCHIS YUQUITAS PICANTES DE 90 GR.;22/10/2025;24;1
IÑAQUITO;27473;1391975;ECUAGOLOSINAS CARAMELO SURTIDO 450 GR.;22/10/2025;24;1
IÑAQUITO;32618;1391975;GRAND VANDUSH VINO ESPUMANTE DULCE 750 ML.;22/10/2025;12;1
IÑAQUITO;93231;1391975;VAN CAMPS ATUN 2PACK ACEITE OLIVA ABRE FACIL 160 GR.;22/10/2025;24;1
IÑAQUITO;27857;1391975;LEVAPAN LEVADURA SECA ACTIVA 175 GR.;22/10/2025;12;1
IÑAQUITO;129951448;1391975;BIOLANS GEL ULTIMATE SEDUCTION SABILA 100 g;22/10/2025;12;1
IÑAQUITO;120401095;1391975;BIG GASEOSA SABOR A COLA PET 300 ML;22/10/2025;264;11
IÑAQUITO;125151267;1391975;DON VITTORIO SALSA ROJA DOY PACK 200 GR;22/10/2025;12;1
IÑAQUITO;67352;1391975;TROLLI GOMAS SOUR GLOWWORMS 100 GR.;22/10/2025;12;1
IÑAQUITO;87428;1391975;JOICE JABON LIQUIDO ANTIBACTERIAL BRISA 4 LT;22/10/2025;6;1
IÑAQUITO;205455341;1391975;PANCHITOS SABOR A QUESO 67GR;22/10/2025;30;1
IÑAQUITO;31743;1391975;VITA LECHE ENTERA 200 ML.;22/10/2025;24;1
IÑAQUITO;98748;1391975;SUNTEA PACK REFRESCOS PAGUE 5 LLEVE 6 UN.;22/10/2025;50;1
IÑAQUITO;206904890;1391975;LIBRES CERVEZA LAGER SUPER PREMIUM LATA 355ml;22/10/2025;24;1
IÑAQUITO;125201199;1391975;FIVE ORIGINAL PRESERVATIVO;22/10/2025;40;1
IÑAQUITO;172205715;1391975;YA MIEL DE MAPLE 355ML;22/10/2025;12;1
IÑAQUITO;202754901;1391975;QUADRICCIO MINI CONOS RELLENOS DE PISTACHO 120GR;22/10/2025;24;1
IÑAQUITO;155652951;1391975;FORESTEA FRUTOS TROPICALES 475ML;22/10/2025;6;1
IÑAQUITO;152103236;1391975;GULLO GALLETA SANDWICH CON CREMA DE CHOCOL 250 GR;22/10/2025;18;1
IÑAQUITO;30654;1391975;SANTA MARIA FIDEO LAZO CHICO 400 GR.;22/10/2025;25;1
IÑAQUITO;27723;1391975;LA LECHERA LECHE UHT ENTERA 200 ML.;22/10/2025;24;1
IÑAQUITO;27604;1391975;GEL´HADA GELATINA SIN SABOR 30 GR.;22/10/2025;48;1
IÑAQUITO;61329;1391975;SNOB AJI CASERO CON CHOCHOS 310 GR.;22/10/2025;24;1
IÑAQUITO;109238;1391975;PONY MALTA BEBIDA PET 330 ML.;22/10/2025;48;2
IÑAQUITO;125201228;1391975;FIVE STEEL PRESERVATIVO;22/10/2025;40;1
IÑAQUITO;143653121;1391975;NESTLE CEREAL FITNESS ORIGINAL 285 GR.;22/10/2025;18;1
IÑAQUITO;61442;1391975;PRO-CAN ADULTOS RAZA MEDIANA GRANDE ORIGINAL 15 KG.;22/10/2025;1;1
IÑAQUITO;142903168;1391975;LIDEX  ALCOHOL ANTISEPTICO AL 70%-  1LT;22/10/2025;12;1
IÑAQUITO;105724;1391975;GOYA LECHE CON COCO 400 ML.;22/10/2025;24;1
IÑAQUITO;135053302;1391975;TONI SIXPACK GELATINA SURTIDA C/U 200GR;22/10/2025;4;1
IÑAQUITO;205154927;1391975;PANCHITO GIGANTE PICANTE 67GR;22/10/2025;30;1
IÑAQUITO;125001226;1391975;VITA SIXPACK LECHE UHT ENTERA 1 LT;22/10/2025;2;1
IÑAQUITO;62537;1391975;LANHER SNACKS HABAS SALADITAS NATURALES 200 GR.;22/10/2025;24;1
IÑAQUITO;169703246;1391975;CRIS MANI TARRO CLASICO 400G;22/10/2025;6;1
IÑAQUITO;109016;1391975;NUTRAPRO COMIDA DE GATOS ADULTOS 2 KG.;22/10/2025;12;1
IÑAQUITO;111900116;1391975;TONI LECHE PRISMA UHT ENTERA 1LT;22/10/2025;12;1
IÑAQUITO;28843;1391975;ESTRELLA ESPONJA DE ACERO FINO 3 EN 1 UN.;22/10/2025;50;1
IÑAQUITO;111900255;1391975;TRES CHANCHITOS MANTECA VEGETAL 1 LIBRA;22/10/2025;20;1
IÑAQUITO;104503;1391975;PARA MI BEBE TOALLITAS HUMEDAS MANZANILLA PAGA 50 LLEVA 100;22/10/2025;18;1
IÑAQUITO;181355230;1391975;SANTA MARIA AMBIENTAL SPRAY BRISA DEL MAR 360ML;22/10/2025;12;1
IÑAQUITO;169552994;1391975;ZHUMIR NARANJILLA AMAZÓNICA & FRUTOS EXÓTICOS 700ML;22/10/2025;12;1
IÑAQUITO;155652943;1391975;FORESTEA FRESA-LIMON 475ML;22/10/2025;6;1
IÑAQUITO;75883;1391975;TIPS LIMPIA VIDRIOS AMONIAC PISTOLA 500 ML.;22/10/2025;12;1
IÑAQUITO;189604894;1391975;DOLLY PAPEL HIGENICO RENDIDOR 2H 50 MT 4 PAQ X12;22/10/2025;8;2
IÑAQUITO;104277;1391975;ROM PON PON RON SUAVE DE 750 ML.;22/10/2025;2;0,17
IÑAQUITO;178504812;1391975;FAMILIA PAPEL HIGIENICO SUPERMEGA 8 UN;22/10/2025;4;1
IÑAQUITO;27563;1391975;SNOB PEPINILLOS AGRIDULCES 220 GR.;22/10/2025;24;1
IÑAQUITO;96603;1391975;ESTRELLA ESPONJA MIXTA COMBY;22/10/2025;10;1
IÑAQUITO;200854895;1391975;GULLON MINI CHIPS DE CHOCOLATE SIN AZUCARES 75GR;22/10/2025;12;1
IÑAQUITO;170053025;1391975;SANTA MARIA MACARRÓN 400GR;22/10/2025;25;1
IÑAQUITO;69646;1391975;AROMA NATURAL OREGANO EN HOJA 30 GR.;22/10/2025;25;1
IÑAQUITO;115851294;1391975;SVELTY MOVE LECHE UHT DESCREMADA HUESOS/MUSCULOS 1 LT;22/10/2025;12;1
IÑAQUITO;54299;1391975;TROLLI GUMMI LUNCH 77.5 GR.;22/10/2025;12;1
IÑAQUITO;92828;1391975;MR.MUSCULO ANTIGRASA REPARA DOY PACK ACCION NARANJA 500 ML.;22/10/2025;12;1
IÑAQUITO;123002567;1391975;ANDEAN SPRING AGUA PURIFICADA SIN GAS DE 6 LT.;22/10/2025;6;3
IÑAQUITO;175754509;1391975;DUET JABON BARRA HUMECTANTE SIXPACK 540GR;22/10/2025;12;1
IÑAQUITO;33114;1391975;JOHNSON´S BABY SHAMPOO ROMERO UV CABELLOS OSCUROS 750 ML.;22/10/2025;12;1
IÑAQUITO;159852985;1391975;VALDEZ AZUCAR BLANCO 1KG;22/10/2025;50;1
IÑAQUITO;27920;1391975;TOSTITOS FIESTA BOCADITOS DE MAIZ TRIANGULO 300 GR.;22/10/2025;8;1
IÑAQUITO;144153410;1391975;LAVA CREMA LAVAVAJILLA ALOE VERA 900 GR;22/10/2025;12;1
IÑAQUITO;68636;1391975;BANCHIS YUQUITAS FAMILIAR NATURAL 90 GR.;22/10/2025;24;1
IÑAQUITO;138103096;1391975;ELITE PAPEL HIGIENICO SOFT&STRONG XG 26M X4/10;22/10/2025;10;1
IÑAQUITO;29455;1391975;NORTEÑO AGUARDIENTE 750 ML.;22/10/2025;2;0,17
IÑAQUITO;161202957;1391975;CLUB CERVEZA VERDE 269 ML LLEVE 12 PAGUE 10;22/10/2025;2;2
IÑAQUITO;117250636;1391975;ALIMENTO HUMEDO PARA GATOS ATUN 85 GR;22/10/2025;24;1
IÑAQUITO;87310;1391975;TONI FOURPACK GELATINA SURTIDA C/U 200GR;22/10/2025;6;1
IÑAQUITO;142803781;1391975;SANTA MARIA ALIMENTO PARA PERROS 15KG;22/10/2025;1;1
IÑAQUITO;28749;1391975;CASTELL REAL VINO DE COCO BLANCO SECO 750 ML.;22/10/2025;2;0,17
IÑAQUITO;112750105;1391975;VENUS RASURADORA DESECHABLE MUJER SIMPLY UN;22/10/2025;8;0,1
IÑAQUITO;51406;1391975;HELAR CARAMELO MENTOLADO SABOR SURTIDOS 380 GR;22/10/2025;24;1
IÑAQUITO;125201201;1391975;FIVE SKIN PRESERVATIVO;22/10/2025;40;1
IÑAQUITO;27474;1391975;ECUAGOLOSINAS CARAMELO MENTA 450 GR.;22/10/2025;24;1
IÑAQUITO;173154403;1391975;TOSCANA HARINA DE TRIGO ALTA PROTEINA 1KG;22/10/2025;12;1
IÑAQUITO;202355141;1391975;DOWNY INTENSE SUAVIZANTE AMANECER 700ML.;22/10/2025;12;1
IÑAQUITO;202355133;1391975;DOWNY INTENSE SUAVIZANTE EXOTICO 700ML.;22/10/2025;12;1
IÑAQUITO;172205838;1391975;RUFFLES PAPAS PICANTE 136G;22/10/2025;21;1
IÑAQUITO;96427;1391975;FORESTEA HORCHATA 475ML;22/10/2025;6;1
IÑAQUITO;103129;1391975;CONDIMENSA CANELA MOLIDA 100 GR.;22/10/2025;25;1
IÑAQUITO;61402;1391975;TROLLI GOMAS SQUIGGLES 100 GR.;22/10/2025;12;1
IÑAQUITO;180204958;1391975;TRU SIXPACK NECTAR NARANJA 200 ML;22/10/2025;8;2
IÑAQUITO;120401239;1391975;BIG GASEOSA SABOR A FRESA PET 300 ML;22/10/2025;120;5
IÑAQUITO;137802952;1391975;FINA PANELA REDONDA 1350 GR;22/10/2025;30;2
IÑAQUITO;197705151;1391975;QUAKER HOJUELAS DE AVENA 250GR;22/10/2025;50;1
IÑAQUITO;207355263;1391975;PARMALAT LECHE SEMIDESCREMADA CON VITAMINAS D3 Y ZINC TETRA 1000ML;22/10/2025;12;1
IÑAQUITO;174804279;1391975;TROLLI GOMITAS OCTOPUS 100GR.;22/10/2025;12;1
IÑAQUITO;78448;1391975;COLOMBINA CHOCMELOS MASMELO RECUBIERTOS CHOCOLATE 133 GR;22/10/2025;24;1
IÑAQUITO;60123;1391975;YA REFRESCO SABOR A LIMONADA 15 GR.;22/10/2025;24;0,08
IÑAQUITO;109634;1391975;KELLOGG´S CEREAL CORN FLAKES ORIGINAL 110 GR;22/10/2025;32;1
IÑAQUITO;198004891;1391975;LA CUENCANA PICADITA CRIOLLA TARRINA 90GR;22/10/2025;8;1
IÑAQUITO;33722;1391975;GULLON GALLETA DIETA FIBRA SIN AZUCAR 170 GR.;22/10/2025;16;1
IÑAQUITO;193604934;1391975;QUADRICCIO ALFAJOR BLANCO 150 GR;22/10/2025;24;1
IÑAQUITO;105746;1391975;BLACK OWL WHISKY  750 ML.;22/10/2025;4;0,33
IÑAQUITO;96332;1391975;BON AMI COBERTURA CHOCOLATE SEMIAMARGO 500 GR.;22/10/2025;12;1
IÑAQUITO;201305054;1391975;FLOR DE ORO HARINA DE TRIGO 1 KG.;22/10/2025;25;1
IÑAQUITO;31186;1391975;CRIS-SAL SAL DE MESA 1 KG.;22/10/2025;50;2
IÑAQUITO;41124;1391975;MEDALLA DE ORO HARINA 50 KG.;22/10/2025;4;4
IÑAQUITO;200854908;1391975;GULLON GALLETAS DE CHOCOLATE CON CREMA 147GR;22/10/2025;16;1
IÑAQUITO;206904902;1391975;LIBRES CERVEZA LAGER SUPER PREMIUM LATA SIXPACK 355 ML;22/10/2025;4;1
IÑAQUITO;201454973;1391975;NUTRI LECHE DESLACTOSADA 3PACK TETRAPACK 1LT;22/10/2025;4;1
IÑAQUITO;178954856;1391975;KOLYNOS CREMA DENTAL SUPER BLANCO 60 ML;22/10/2025;24;0,17
IÑAQUITO;112000195;1391975;TRIDENT CHICLE MENTA 367.2 GR.;22/10/2025;1;0,08
IÑAQUITO;33002;1391975;LOS ANDES SALSA DE TOMATE 4.2 KG.;22/10/2025;4;1
IÑAQUITO;140103204;1391975;CASERITO ARROZ ENVEJECIDO 4LB;22/10/2025;16;1
IÑAQUITO;168503138;1391975;ANTHONY VINO SABOR MORA 750ML.;22/10/2025;12;1
IÑAQUITO;37693;1391975;LUSTRE PAÑO ESPONJA X 3 UN.;22/10/2025;20;1
IÑAQUITO;175804431;1391975;KAUMAL CARAMELO SABOR A MENTOL Y EUCALIPTO 320GR;22/10/2025;36;1
IÑAQUITO;135553286;1391975;TRU CREMA DE LECHE UHT 1 LT;22/10/2025;12;1
IÑAQUITO;207654896;1391975;JUAN VALDEZ CAFÉ LIOFILIZADO CLASICO 150 GR;22/10/2025;12;1
IÑAQUITO;186154980;1391975;REAL GOURMET ATUN OREGANO 155 GR.;22/10/2025;24;1
IÑAQUITO;165753060;1391975;FORESTEA FRUTOS TROPICALES INFUSION PET 400ML.;22/10/2025;16;2
IÑAQUITO;33220;1391975;BON BON BUM CHUPETE SURTIDO 480 GR.;22/10/2025;16;1
IÑAQUITO;31181;1391975;CRIS SAL SAL DE MESA 500 GR.;22/10/2025;50;1
IÑAQUITO;97533;1391975;PRODICEREAL CANGUIL 500 GR;22/10/2025;15;0,6
IÑAQUITO;28781;1391975;JOHNNIE WALKER WHISKY ROJO 750 ML.;22/10/2025;12;1
IÑAQUITO;194904921;1391975;ORANGINE JUGO DE MORA CERO GASIFICADO 400 ML;22/10/2025;12;1
IÑAQUITO;33243;1391975;IRIS MAICENA FUNDA 400 GR.;22/10/2025;24;1
IÑAQUITO;100920;1391975;ANTHONY VINO SABOR FRAMBUESA RASPBERRY 750 ML.;22/10/2025;2;0,17
IÑAQUITO;77519;1391975;SUPERIOR TABLETA DE CHOCOLATE 200 GR.;22/10/2025;30;1
IÑAQUITO;29402;1391975;FACUNDO FREJOL ROJO 425 GR.;22/10/2025;24;1
IÑAQUITO;33230;1391975;NUCITA CHOCOLATE X 12UN 168 GR.;22/10/2025;24;1
IÑAQUITO;47518;1391975;MAGGI MAYONESA DOYPACK 900 GR.;22/10/2025;8;1
IÑAQUITO;103699;1391975;PRODICEREAL PANELA MOLIDA 500 GR.;22/10/2025;25;1
IÑAQUITO;185954969;1391975;CHIFLAR PATACÓN NATURAL 35 GR;22/10/2025;36;1
IÑAQUITO;104400084;1391975;EL SABOR PASTA DE TOMATE DOY PACK 150 GR;22/10/2025;24;1
IÑAQUITO;199204966;1391975;PILSENER SIXPACK CERVEZA LATA 269 ML;22/10/2025;8;8
IÑAQUITO;29242;1391975;MARIA GALLETA TACO 172 GR.;22/10/2025;36;1
IÑAQUITO;29399;1391975;FACUNDO FREJOL CON CHILI 425 GR.;22/10/2025;24;1
IÑAQUITO;152103210;1391975;GULLON BARQUILLO DE CHOCO SIN AZUCAR 60 GR.;22/10/2025;12;1
IÑAQUITO;97528;1391975;PRODICEREAL GARBANZO 500 GR.;22/10/2025;25;1
IÑAQUITO;37982;1391975;TRANCE GEL EXTRA FUERTE 1 KG.;22/10/2025;12;1
IÑAQUITO;39805;1391975;BONELLA MARGARINA BALDE 3 KG.;22/10/2025;4;1
IÑAQUITO;136903209;1391975;QUINOA MUNCH CEREAL VAINILLA 30 GR.;22/10/2025;24;1
IÑAQUITO;42708;1391975;MAIZ QUINTAL 45.36 KG.;22/10/2025;1;1
IÑAQUITO;100247;1391975;RICO TALCO DESODORANTE COOLMINT SPRAY 200 ML.;22/10/2025;12;1
IÑAQUITO;43499;1391975;CRAKEÑAS GALLETA SALTIN TACO 300 GR.;22/10/2025;24;1
IÑAQUITO;183104995;1391975;SANTA MARIA CREMA LAVAVAJILLA AVENA 1KG;22/10/2025;12;1
IÑAQUITO;118001404;1391975;PILSENER SIX PACK CERVEZA LATA 473 ML.;22/10/2025;21;21
IÑAQUITO;207605040;1391975;BIO SOLUTIONS TOALLA DE MANOS Z BLANCA 150 UN.;22/10/2025;12;1
IÑAQUITO;154953023;1391975;MONTAÑÉS CAFÉ MOLIDO ZARUMA 400 GR.;22/10/2025;24;1
IÑAQUITO;46390;1391975;ORANGINE BOTELLA SABOR A MANZANA 250 ML.;22/10/2025;108;9
IÑAQUITO;32457;1391975;REAL SARDINA EN SALSA DE TOMATE 425 GR.;22/10/2025;48;1
IÑAQUITO;40742;1391975;DORITOS LEMON REMIX ACIDO PICANTE X 12 UN DE 420GR.;22/10/2025;5;1
IÑAQUITO;145803007;1391975;PARA MI BEBE PAÑITOS MANZANILLA FLOWPACK  PAGUE 240 LLEVE 300;22/10/2025;6;1
IÑAQUITO;182305293;1391975;CLUB SOCIAL GALLETA ORIGINAL 216GR.;22/10/2025;48;2
IÑAQUITO;183455306;1391975;GOL DETERGENTE POLVO FLORAL 450 GR.;22/10/2025;36;1
IÑAQUITO;132901741;1391975;ISABELLA RINSE CON ACEITE DE ARGAN DOY PACK;22/10/2025;12;1
IÑAQUITO;32748;1391975;SANTA LUCIA VINO TINTO TETRAPACK 1 LT.;22/10/2025;12;1
IÑAQUITO;204154941;1391975;SALTEAN SAL ROSADA DEL HIMALAYA EN GRANO DOYPACK 500GR;22/10/2025;18;1
IÑAQUITO;32612;1391975;VAN CAMPS ATUN EN ACEITE ABRE FACIL 184 GR.;22/10/2025;48;1
IÑAQUITO;181204925;1391975;COLOMBINA  GRISSLY GOMITA DELFIN 80 GR;22/10/2025;24;1
IÑAQUITO;189705097;1391975;POMPIS PAÑITOS FLOWPACK X110;22/10/2025;24;1
IÑAQUITO;107850822;1391975;PACK X 6 HUESITOS JUGO UVA 185 ML C/U;22/10/2025;4;1
IÑAQUITO;129901192;1391975;ARENA DE GATOS 4 KILOS;22/10/2025;10;2
IÑAQUITO;79436;1391975;GUSTADINA MERMELADA SACHET SABOR A FRUTIMORA 250GR;22/10/2025;12;1
IÑAQUITO;123601519;1391975;SAN FELIPE AGUA CON GAS 1500 ML.;22/10/2025;6;1
IÑAQUITO;86310;1391975;ICAPEB CARAMELO EXTRA SURTTIFRUTA 400 GR.;22/10/2025;30;1
IÑAQUITO;137503160;1391975;QUINOA SNACKS  SABOR A TOMATE&ALBAHACA 40 GR.;22/10/2025;24;1
IÑAQUITO;46037;1391975;GUSTADINA SALSA DE TOMATE DOY PAC 400 GR;22/10/2025;24;1
IÑAQUITO;136903225;1391975;QUINOA MUNCH CEREAL CANELA 30 GR.;22/10/2025;24;1
IÑAQUITO;174804295;1391975;TROLLI GOMITAS POP EYE 75GR.;22/10/2025;12;1
IÑAQUITO;191004935;1391975;BAMBU DIFUSOR MANZANA & CANELA PACK 2 UN PRECIO ESPECIAL;22/10/2025;20;1
IÑAQUITO;135153047;1391975;TRU LECHE SEMIDESCREMADA 1LT;22/10/2025;12;1
IÑAQUITO;186154955;1391975;REAL GOURMET ATUN PIMIENTA & LIMON 155 GR;22/10/2025;24;1
IÑAQUITO;172153708;1391975;NATURES HEART BEBIDAS DE COCO S/A TRIPACK 946ML;22/10/2025;4;1
IÑAQUITO;197054925;1391975;MAX WASH DETERGENTE EN POLVO AROMA FLORAL 5 KG.;22/10/2025;4;1
IÑAQUITO;136903241;1391975;QUINOA MUNCH CEREAL CHOCOLATE 30 GR.;22/10/2025;24;1
IÑAQUITO;93229;1391975;VAN CAMPS ATUN TRIPACK EN AGUA ABRE FACIL 80 GR.;22/10/2025;32;2
IÑAQUITO;207355327;1391975;PARMALAT LECHE ZYMIL SEMIDESCREMADA CON VITAMINAS A Y D3 TETRA 1000ML;22/10/2025;24;2
IÑAQUITO;162553054;1391975;MONTAÑES CAFÉ VILCABAMBA MOLIDO 400 GR.;22/10/2025;24;1
IÑAQUITO;123951295;1391975;LIRA´S EXPRESS ARROZ ENVEJECIDO ARROBA 11.36K;22/10/2025;2;2
IÑAQUITO;42913;1392917;HARINA DE HABA QUINTAL 45.36 KG;22/10/2025;2;2
IÑAQUITO;42722;1392917;HARINA DE ARVEJA QUINTAL 45.36 KG;22/10/2025;2;2
IÑAQUITO;42903;1392917;LENTEJA QUINTAL 45.36 KG.;22/10/2025;1;1
IÑAQUITO;72084;1392917;ARVEJA VERDE QUINTAL 45.36 KG;22/10/2025;1;1
IÑAQUITO;72087;1392917;MACHICA QUINTAL 45.36 KG;22/10/2025;1;1
IÑAQUITO;163453311;1394760;RITTER SPORT CHOCOLATE CON AVELLANAS PASAS 100GR;23/10/2025;12;1
IÑAQUITO;44346;1394760;RONDITOS FIESTA BOCADITOS DE MAIZ REDONDAS 300 GR.;23/10/2025;8;1
IÑAQUITO;144853483;1394760;MASTER GUANTE LIMPIEZA ESPECIALIZADO TALLA L;23/10/2025;12;1
IÑAQUITO;57817;1394760;"SANTA MARIA FUNDA DE BASURA INDUSTRIAL""29X36"" X 10 UN";23/10/2025;100;1
IÑAQUITO;42175;1394760;PANCHITO FIESTA NATURAL 163 GR.;23/10/2025;12;1
IÑAQUITO;33383;1394760;TIPS DESINFECTANTE LAVANDA 500 ML.;23/10/2025;24;1
IÑAQUITO;207256530;1394760;COCOLON ARROZ INTEGRAL 4 LB.;23/10/2025;20;1
IÑAQUITO;105232;1394760;SANTA MARIA ARROZ ENVEJECIDO 4 LB.;23/10/2025;30;2
IÑAQUITO;110922;1394760;PULP NECTAR 5PACK SURTIDO 145 ML;23/10/2025;20;1
IÑAQUITO;201155017;1394760;SANTA MARIA AZUCAR DE 1 KG;23/10/2025;30;2
IÑAQUITO;61332;1394760;MARCELLO´S PASTA DE TOMATE 1.82 KG.;23/10/2025;6;1
IÑAQUITO;149102996;1394760;DOLLY PAPEL HIGIENICO DOBLE HOJA 50 METROS X 4 UNIDADES;23/10/2025;12;1
IÑAQUITO;174604381;1394760;ZEN LIMA LIMON 370ML;23/10/2025;24;1
IÑAQUITO;90257;1394760;CIELO AGUA NATURAL 625 ML;23/10/2025;210;14
IÑAQUITO;33007;1394760;LOS ANDES SALSA DE TOMATE ECOPAC 1 KG.;23/10/2025;6;1
IÑAQUITO;180254816;1394760;NATURE´S HEART TRIPACK BEBIDAS ALMENDRA SIN AZUCAR 946ML;23/10/2025;4;1
IÑAQUITO;99538;1394760;FABULOSO DESINFECTANTE FLORAL 2 LT;23/10/2025;6;1
IÑAQUITO;207454931;1394760;SI CAFÉ SOLUBLE ATOMIZADO 40 GR;23/10/2025;20;1
IÑAQUITO;105997;1394760;VITA SIXPACK AVENA CON FRUTAS PAGUE 5 LLEVE 6 200 ML.;23/10/2025;4;1
IÑAQUITO;33125;1394760;SAN CARLOS AZUCAR BLANCA 1 KG.;23/10/2025;90;6
IÑAQUITO;108159;1394760;TONI FOURPACK GELATONI FIBRA CEREZA UN.;23/10/2025;6;1
IÑAQUITO;97672;1394760;CONDIMENSA PIMIENTA PICANTE MOLIDA SAL 50 GR.;23/10/2025;25;1
IÑAQUITO;28988;1394760;KALIPTO DESINFECTANTE EUCALIPTO 4 LT.;23/10/2025;8;2
IÑAQUITO;124702101;1394760;BIOSOLUTIONS HIGIÉNICO BIO 200M 2 HOJAS;23/10/2025;24;2
IÑAQUITO;79440;1394760;STAYFREE ESPECIAL NORMAL CON ALAS PAGUE 10 LLEVE 12 UN.;23/10/2025;12;1
IÑAQUITO;79410;1394760;TIPS AMBIENTAL PASTILLA BRISA DE LAVANDA 95 GR.;23/10/2025;24;1
IÑAQUITO;32435;1394760;REAL ATUN 3PACK EN AGUA 80GR C/U.;23/10/2025;20;1
IÑAQUITO;112381;1394760;EXPORTACION CONCHA Y TORO VINO  BLANCO BOTELLA SAUVIGNON BLANC 750 ML.;23/10/2025;6;1
IÑAQUITO;132901396;1394760;CASA DEL ARROZ ARROZ INTEGRAL 2KG;23/10/2025;13;1
